Sno,Movie_Name,Duration_min,Year,Ratings,Metascore,Director1,Director2,Director3,Director4,Director5,Director6
1237,30 Minutes or Less,83,2011,6.1,49,Ruben Fleischer,N/A,N/A,N/A,N/A,N/A
1238,The Collection,82,2012,6.1,38,Marcus Dunstan,N/A,N/A,N/A,N/A,N/A
1239,Jimmy Neutron: Boy Genius,82,2001,6.1,65,John A. Davis,N/A,N/A,N/A,N/A,N/A
1240,The Jewel of the Nile,106,1985,6.1,53,Lewis Teague,N/A,N/A,N/A,N/A,N/A
1241,Sky Captain and the World of Tomorrow,106,2004,6.1,64,Kerry Conran,N/A,N/A,N/A,N/A,N/A
1242,American Ultra,96,2015,6.1,50,Nima Nourizadeh,N/A,N/A,N/A,N/A,N/A
1243,Heist,93,2015,6.1,37,Scott Mann,N/A,N/A,N/A,N/A,N/A
1244,Ironclad,121,2011,6.1,42,Jonathan English,N/A,N/A,N/A,N/A,N/A
1245,The Lovebirds,86,2020,6.1,59,Michael Showalter,N/A,N/A,N/A,N/A,N/A
1246,Hobo with a Shotgun,86,2011,6.1,55,Jason Eisener,N/A,N/A,N/A,N/A,N/A
1247,Out for Justice,91,1991,6.1,38,John Flynn,N/A,N/A,N/A,N/A,N/A
1248,Mercury Rising,111,1998,6.1,37,Harold Becker,N/A,N/A,N/A,N/A,N/A
1249,Undisputed,96,2002,6.1,58,Walter Hill,N/A,N/A,N/A,N/A,N/A
1250,Gringo,111,2018,6.1,46,Nash Edgerton,N/A,N/A,N/A,N/A,N/A
1251,Broken City,109,2013,6.1,49,Allen Hughes,N/A,N/A,N/A,N/A,N/A
1252,"Tomorrow, When the War Began",104,2010,6.1,54,Stuart Beattie,N/A,N/A,N/A,N/A,N/A
1253,15 Minutes,120,2001,6.1,34,John Herzfeld,N/A,N/A,N/A,N/A,N/A
1254,The Replacement Killers,87,1998,6.1,42,Antoine Fuqua,N/A,N/A,N/A,N/A,N/A
1255,Justice,105,2011,6.1,38,Roger Donaldson,N/A,N/A,N/A,N/A,N/A
1256,Chennai Express,141,2013,6.1,45,Rohit Shetty,N/A,N/A,N/A,N/A,N/A
1257,Conquest of the Planet of the Apes,88,1972,6.1,49,J. Lee Thompson,N/A,N/A,N/A,N/A,N/A
1258,Murder at 1600,107,1997,6.1,47,Dwight H. Little,N/A,N/A,N/A,N/A,N/A
1259,Welcome to the Punch,99,2013,6.1,49,Eran Creevy,N/A,N/A,N/A,N/A,N/A
1260,Antitrust,108,2001,6.1,31,Peter Howitt,N/A,N/A,N/A,N/A,N/A
1261,2.0,148,2018,6.1,N/A,S. Shankar,N/A,N/A,N/A,N/A,N/A
1262,Thunivu,145,2023,6.1,N/A,H. Vinoth,N/A,N/A,N/A,N/A,N/A
1263,Sooryavanshi,145,2021,6.1,N/A,Rohit Shetty,N/A,N/A,N/A,N/A,N/A
1264,Shazam! Fury of the Gods,130,2023,6.0,47,David F. Sandberg,N/A,N/A,N/A,N/A,N/A
1265,Immortals,110,2011,6.0,46,Tarsem Singh,N/A,N/A,N/A,N/A,N/A
1266,Van Helsing,131,2004,6.0,35,Stephen Sommers,N/A,N/A,N/A,N/A,N/A
1267,Miami Vice,132,2006,6.0,66,Michael Mann,N/A,N/A,N/A,N/A,N/A
1268,The Fast and the Furious: Tokyo Drift,104,2006,6.0,45,Justin Lin,N/A,N/A,N/A,N/A,N/A
1269,Murder Mystery,97,2019,6.0,38,Kyle Newacheck,N/A,N/A,N/A,N/A,N/A
1270,Sucker Punch,110,2011,6.0,33,Zack Snyder,N/A,N/A,N/A,N/A,N/A
1271,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,1991,6.0,45,Michael Pressman,N/A,N/A,N/A,N/A,N/A
1272,Don't Breathe 2,98,2021,6.0,46,Rodo Sayagues,N/A,N/A,N/A,N/A,N/A
1273,Godzilla: King of the Monsters,132,2019,6.0,48,Michael Dougherty,N/A,N/A,N/A,N/A,N/A
1274,Exodus: Gods and Kings,150,2014,6.0,52,Ridley Scott,N/A,N/A,N/A,N/A,N/A
1275,Hercules,98,2014,6.0,47,Brett Ratner,N/A,N/A,N/A,N/A,N/A
1276,Unhinged,90,2020,6.0,40,Derrick Borte,N/A,N/A,N/A,N/A,N/A
1277,Dante's Peak,108,1997,6.0,43,Roger Donaldson,N/A,N/A,N/A,N/A,N/A
1278,The Time Machine,96,2002,6.0,42,Simon Wells,N/A,N/A,N/A,N/A,N/A
1279,Those Who Wish Me Dead,100,2021,6.0,59,Taylor Sheridan,N/A,N/A,N/A,N/A,N/A
1280,G.I,125,1997,6.0,62,Ridley Scott,N/A,N/A,N/A,N/A,N/A
1281,Cowboys & Aliens,119,2011,6.0,50,Jon Favreau,N/A,N/A,N/A,N/A,N/A
1282,The Net,114,1995,6.0,51,Irwin Winkler,N/A,N/A,N/A,N/A,N/A
1283,Project Power,113,2020,6.0,51,Henry Joost, Ariel Schulman,N/A,N/A,N/A,N/A
1284,S.W.A.T.,117,2003,6.0,45,Clark Johnson,N/A,N/A,N/A,N/A,N/A
1285,The Tourist,103,2010,6.0,37,Florian Henckel von Donnersmarck,N/A,N/A,N/A,N/A,N/A
1286,Sahara,124,2005,6.0,41,Breck Eisner,N/A,N/A,N/A,N/A,N/A
1287,Taken 3,108,2014,6.0,26,Olivier Megaton,N/A,N/A,N/A,N/A,N/A
1288,The Spy Who Dumped Me,117,2018,6.0,52,Susanna Fogel,N/A,N/A,N/A,N/A,N/A
1289,Automata,109,2014,6.0,37,Gabe Ibáñez,N/A,N/A,N/A,N/A,N/A
1290,Honest Thief,99,2020,6.0,46,Mark Williams,N/A,N/A,N/A,N/A,N/A
1291,The Purge: Election Year,108,2016,6.0,55,James DeMonaco,N/A,N/A,N/A,N/A,N/A
1292,CHIPS,100,2017,6.0,28,Dax Shepard,N/A,N/A,N/A,N/A,N/A
1293,The Lego Ninjago Movie,101,2017,6.0,55,Charlie Bean, Paul Fisher, Bob Logan,N/A,N/A,N/A
1294,First Knight,134,1995,6.0,57,Jerry Zucker,N/A,N/A,N/A,N/A,N/A
1295,Beneath the Planet of the Apes,95,1970,6.0,46,Ted Post,N/A,N/A,N/A,N/A,N/A
1296,Thick as Thieves,104,2009,6.0,N/A,Mimi Leder,N/A,N/A,N/A,N/A,N/A
1297,Shaft,99,2000,6.0,50,John Singleton,N/A,N/A,N/A,N/A,N/A
1298,Soldier,99,1998,6.0,N/A,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1299,Valhalla Rising,93,2009,6.0,61,Nicolas Winding Refn,N/A,N/A,N/A,N/A,N/A
1300,Lockout,95,2012,6.0,48,James Mather, Steve Saint Leger,N/A,N/A,N/A,N/A
1301,Transporter 3,104,2008,6.0,51,Olivier Megaton,N/A,N/A,N/A,N/A,N/A
1302,Captive State,109,2019,6.0,54,Rupert Wyatt,N/A,N/A,N/A,N/A,N/A
1303,Above the Law,99,1988,6.0,45,Andrew Davis,N/A,N/A,N/A,N/A,N/A
1304,A Man Apart,109,2003,6.0,36,F. Gary Gray,N/A,N/A,N/A,N/A,N/A
1305,The Condemned,114,2007,6.0,23,Scott Wiper,N/A,N/A,N/A,N/A,N/A
1306,The Big Hit,91,1998,6.0,31,Kirk Wong,N/A,N/A,N/A,N/A,N/A
1307,The Peacemaker,124,1997,6.0,43,Mimi Leder,N/A,N/A,N/A,N/A,N/A
1308,Varisu,169,2023,6.0,N/A,Vamshi Paidipally,N/A,N/A,N/A,N/A,N/A
1309,The Shadow,108,1994,6.0,50,Russell Mulcahy,N/A,N/A,N/A,N/A,N/A
1310,The Machine,91,2013,6.0,52,Caradog W. James,N/A,N/A,N/A,N/A,N/A
1311,Firestarter,114,1984,6.0,50,Mark L. Lester,N/A,N/A,N/A,N/A,N/A
1312,Wrongfully Accused,87,1998,6.0,N/A,Pat Proft,N/A,N/A,N/A,N/A,N/A
1313,The Hunted,94,2003,6.0,40,William Friedkin,N/A,N/A,N/A,N/A,N/A
1314,The Expatriate,100,2012,6.0,34,Philipp Stölzl,N/A,N/A,N/A,N/A,N/A
1315,Carriers,85,2009,6.0,N/A,David Pastor, Àlex Pastor,N/A,N/A,N/A,N/A
1316,Bird on a Wire,110,1990,6.0,36,John Badham,N/A,N/A,N/A,N/A,N/A
1317,K-9,101,1989,6.0,44,Rod Daniel,N/A,N/A,N/A,N/A,N/A
1318,The Tournament,95,2009,6.0,N/A,Scott Mann,N/A,N/A,N/A,N/A,N/A
1319,Man of Tai Chi,105,2013,6.0,52,Keanu Reeves,N/A,N/A,N/A,N/A,N/A
1320,Kick,146,2014,6.0,N/A,Sajid Nadiadwala,N/A,N/A,N/A,N/A,N/A
1321,Fast X,141,2023,5.9,56,Louis Leterrier,N/A,N/A,N/A,N/A,N/A
1322,Suicide Squad,123,2016,5.9,40,David Ayer,N/A,N/A,N/A,N/A,N/A
1323,Venom: Let There Be Carnage,97,2021,5.9,49,Andy Serkis,N/A,N/A,N/A,N/A,N/A
1324,Deep Blue Sea,105,1999,5.9,54,Renny Harlin,N/A,N/A,N/A,N/A,N/A
1325,Pathaan,146,2023,5.9,47,Siddharth Anand,N/A,N/A,N/A,N/A,N/A
1326,Transformers: Revenge of the Fallen,149,2009,5.9,35,Michael Bay,N/A,N/A,N/A,N/A,N/A
1327,The School for Good and Evil,147,2022,5.9,30,Paul Feig,N/A,N/A,N/A,N/A,N/A
1328,Teenage Mutant Ninja Turtles: Out of the Shadows,112,2016,5.9,40,Dave Green,N/A,N/A,N/A,N/A,N/A
1329,Underwater,95,2020,5.9,48,William Eubank,N/A,N/A,N/A,N/A,N/A
1330,2 Fast 2 Furious,107,2003,5.9,38,John Singleton,N/A,N/A,N/A,N/A,N/A
1331,Vertical Limit,124,2000,5.9,48,Martin Campbell,N/A,N/A,N/A,N/A,N/A
1332,Jurassic Park III,92,2001,5.9,42,Joe Johnston,N/A,N/A,N/A,N/A,N/A
1333,Night Hunter,98,2018,5.9,31,David Raymond,N/A,N/A,N/A,N/A,N/A
1334,Six Days Seven Nights,102,1998,5.9,51,Ivan Reitman,N/A,N/A,N/A,N/A,N/A
1335,The Great Wall,103,2016,5.9,42,Yimou Zhang,N/A,N/A,N/A,N/A,N/A
1336,Gone,94,2012,5.9,36,Heitor Dhalia,N/A,N/A,N/A,N/A,N/A
1337,Conan the Destroyer,103,1984,5.9,53,Richard Fleischer,N/A,N/A,N/A,N/A,N/A
1338,Power Rangers,124,2017,5.9,44,Dean Israelite,N/A,N/A,N/A,N/A,N/A
1339,Keeping Up with the Joneses,105,2016,5.9,34,Greg Mottola,N/A,N/A,N/A,N/A,N/A
1340,London Has Fallen,99,2016,5.9,28,Babak Najafi,N/A,N/A,N/A,N/A,N/A
1341,Into the Blue,110,2005,5.9,45,John Stockwell,N/A,N/A,N/A,N/A,N/A
1342,The Last Witch Hunter,106,2015,5.9,34,Breck Eisner,N/A,N/A,N/A,N/A,N/A
1343,Abraham Lincoln: Vampire Hunter,105,2012,5.9,42,Timur Bekmambetov,N/A,N/A,N/A,N/A,N/A
1344,The 6th Day,123,2000,5.9,49,Roger Spottiswoode,N/A,N/A,N/A,N/A,N/A
1345,The Legend of Zorro,129,2005,5.9,47,Martin Campbell,N/A,N/A,N/A,N/A,N/A
1346,The Brothers Grimm,118,2005,5.9,51,Terry Gilliam,N/A,N/A,N/A,N/A,N/A
1347,Daylight,114,1996,5.9,47,Rob Cohen,N/A,N/A,N/A,N/A,N/A
1348,The Black Hole,98,1979,5.9,52,Gary Nelson,N/A,N/A,N/A,N/A,N/A
1349,Ride Along 2,102,2016,5.9,32,Tim Story,N/A,N/A,N/A,N/A,N/A
1350,Doomsday,108,2008,5.9,51,Neil Marshall,N/A,N/A,N/A,N/A,N/A
1351,Iron Sky,93,2012,5.9,N/A,Timo Vuorensola,N/A,N/A,N/A,N/A,N/A
1352,Timecop,99,1994,5.9,48,Peter Hyams,N/A,N/A,N/A,N/A,N/A
1353,The Wandering Earth,125,2019,5.9,57,Frant Gwo,N/A,N/A,N/A,N/A,N/A
1354,Domino,127,2005,5.9,36,Tony Scott,N/A,N/A,N/A,N/A,N/A
1355,Undercover Brother,85,2002,5.9,69,Malcolm D. Lee,N/A,N/A,N/A,N/A,N/A
1356,Punisher: War Zone,103,2008,5.9,30,Lexi Alexander,N/A,N/A,N/A,N/A,N/A
1357,The Golden Child,94,1986,5.9,37,Michael Ritchie,N/A,N/A,N/A,N/A,N/A
1358,Braven,94,2018,5.9,61,Lin Oeding,N/A,N/A,N/A,N/A,N/A
1359,Passenger 57,84,1992,5.9,50,Kevin Hooks,N/A,N/A,N/A,N/A,N/A
1360,Red Tails,125,2012,5.9,46,Anthony Hemingway,N/A,N/A,N/A,N/A,N/A
1361,Star Wars: The Clone Wars,98,2008,5.9,35,Dave Filoni,N/A,N/A,N/A,N/A,N/A
1362,The Rookie,120,1990,5.9,41,Clint Eastwood,N/A,N/A,N/A,N/A,N/A
1363,The One,87,2001,5.9,25,James Wong,N/A,N/A,N/A,N/A,N/A
1364,Firefox,136,1982,5.9,44,Clint Eastwood,N/A,N/A,N/A,N/A,N/A
1365,The Double,98,2011,5.9,37,Michael Brandt,N/A,N/A,N/A,N/A,N/A
1366,Fatman,100,2020,5.9,40,Eshom Nelms, Ian Nelms,N/A,N/A,N/A,N/A
1367,Men at Work,98,1990,5.9,34,Emilio Estevez,N/A,N/A,N/A,N/A,N/A
1368,The Fan,116,1996,5.9,32,Tony Scott,N/A,N/A,N/A,N/A,N/A
1369,Kidnap,95,2017,5.9,44,Luis Prieto,N/A,N/A,N/A,N/A,N/A
1370,Sanctum,108,2011,5.9,42,Alister Grierson,N/A,N/A,N/A,N/A,N/A
1371,3000 Miles to Graceland,125,2001,5.9,21,Demian Lichtenstein,N/A,N/A,N/A,N/A,N/A
1372,Another 48 Hrs.,95,1990,5.9,23,Walter Hill,N/A,N/A,N/A,N/A,N/A
1373,Hard Rain,97,1998,5.9,36,Mikael Salomon,N/A,N/A,N/A,N/A,N/A
1374,Fortress,95,1992,5.9,48,Stuart Gordon,N/A,N/A,N/A,N/A,N/A
1375,Tiger Zinda Hai,161,2017,5.9,N/A,Mehmet Tutkun, Ali Abbas Zafar, Musa Muhammed Olayinka,N/A,N/A,N/A
1376,Ghosted,116,2023,5.8,34,Dexter Fletcher,N/A,N/A,N/A,N/A,N/A
1377,Teenage Mutant Ninja Turtles,101,2014,5.8,31,Jonathan Liebesman,N/A,N/A,N/A,N/A,N/A
1378,Battleship,131,2012,5.8,41,Peter Berg,N/A,N/A,N/A,N/A,N/A
1379,Noah,138,2014,5.8,68,Darren Aronofsky,N/A,N/A,N/A,N/A,N/A
1380,Army of the Dead,148,2021,5.8,57,Zack Snyder,N/A,N/A,N/A,N/A,N/A
1381,Mulan,115,2020,5.8,66,Niki Caro,N/A,N/A,N/A,N/A,N/A
1382,2012,158,2009,5.8,49,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
1383,Clash of the Titans,106,2010,5.8,39,Louis Leterrier,N/A,N/A,N/A,N/A,N/A
1384,Oldboy,104,2013,5.8,49,Spike Lee,N/A,N/A,N/A,N/A,N/A
1385,The League of Extraordinary Gentlemen,110,2003,5.8,30,Stephen Norrington,N/A,N/A,N/A,N/A,N/A
1386,The Contractor,103,2022,5.8,52,Tarik Saleh,N/A,N/A,N/A,N/A,N/A
1387,Mortal Kombat,101,1995,5.8,60,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1388,Skyscraper,102,2018,5.8,51,Rawson Marshall Thurber,N/A,N/A,N/A,N/A,N/A
1389,The Man from Toronto,110,2022,5.8,34,Patrick Hughes,N/A,N/A,N/A,N/A,N/A
1390,Journey to the Center of the Earth,93,2008,5.8,57,Eric Brevig,N/A,N/A,N/A,N/A,N/A
1391,Hollow Man,112,2000,5.8,24,Paul Verhoeven,N/A,N/A,N/A,N/A,N/A
1392,xXx,124,2002,5.8,48,Rob Cohen,N/A,N/A,N/A,N/A,N/A
1393,Species,108,1995,5.8,49,Roger Donaldson,N/A,N/A,N/A,N/A,N/A
1394,The Mortal Instruments: City of Bones,130,2013,5.8,33,Harald Zwart,N/A,N/A,N/A,N/A,N/A
1395,Cobra,87,1986,5.8,25,George P. Cosmatos,N/A,N/A,N/A,N/A,N/A
1396,Morgan,92,2016,5.8,48,Luke Scott,N/A,N/A,N/A,N/A,N/A
1397,Without Remorse,109,2021,5.8,41,Stefano Sollima,N/A,N/A,N/A,N/A,N/A
1398,Troll,101,2022,5.8,62,Roar Uthaug,N/A,N/A,N/A,N/A,N/A
1399,Wild Hogs,100,2007,5.8,27,Walt Becker,N/A,N/A,N/A,N/A,N/A
1400,Blade: Trinity,113,2004,5.8,38,David S. Goyer,N/A,N/A,N/A,N/A,N/A
1401,Pride and Prejudice and Zombies,108,2016,5.8,45,Burr Steers,N/A,N/A,N/A,N/A,N/A
1402,Over the Top,93,1987,5.8,40,Menahem Golan,N/A,N/A,N/A,N/A,N/A
1403,Rambo III,102,1988,5.8,36,Peter MacDonald,N/A,N/A,N/A,N/A,N/A
1404,Lake Placid,82,1999,5.8,34,Steve Miner,N/A,N/A,N/A,N/A,N/A
1405,RoboCop 2,117,1990,5.8,42,Irvin Kershner,N/A,N/A,N/A,N/A,N/A
1406,End of Days,122,1999,5.8,33,Peter Hyams,N/A,N/A,N/A,N/A,N/A
1407,Extinction,95,2018,5.8,40,Ben Young,N/A,N/A,N/A,N/A,N/A
1408,1941,118,1979,5.8,34,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
1409,Into the Storm,89,2014,5.8,44,Steven Quale,N/A,N/A,N/A,N/A,N/A
1410,The Host,125,2013,5.8,35,Andrew Niccol,N/A,N/A,N/A,N/A,N/A
1411,Haywire,93,2011,5.8,67,Steven Soderbergh,N/A,N/A,N/A,N/A,N/A
1412,Around the World in 80 Days,120,2004,5.8,49,Frank Coraci,N/A,N/A,N/A,N/A,N/A
1413,Straw Dogs,110,2011,5.8,45,Rod Lurie,N/A,N/A,N/A,N/A,N/A
1414,The Gunman,115,2015,5.8,39,Pierre Morel,N/A,N/A,N/A,N/A,N/A
1415,Resident Evil: Afterlife,96,2010,5.8,37,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1416,The Green Hornet,119,2011,5.8,39,Michel Gondry,N/A,N/A,N/A,N/A,N/A
1417,Air America,113,1990,5.8,33,Roger Spottiswoode,N/A,N/A,N/A,N/A,N/A
1418,Striking Distance,102,1993,5.8,36,Rowdy Herrington,N/A,N/A,N/A,N/A,N/A
1419,Hard to Kill,96,1990,5.8,41,Bruce Malmuth,N/A,N/A,N/A,N/A,N/A
1420,Reindeer Games,104,2000,5.8,37,John Frankenheimer,N/A,N/A,N/A,N/A,N/A
1421,Firewall,105,2006,5.8,45,Richard Loncraine,N/A,N/A,N/A,N/A,N/A
1422,Cradle 2 the Grave,101,2003,5.8,36,Andrzej Bartkowiak,N/A,N/A,N/A,N/A,N/A
1423,Sudden Death,111,1995,5.8,N/A,Peter Hyams,N/A,N/A,N/A,N/A,N/A
1424,Cirque du Freak: The Vampire's Assistant,119,2009,5.8,43,Paul Weitz,N/A,N/A,N/A,N/A,N/A
1425,Bulletproof,84,1996,5.8,30,Ernest R. Dickerson,N/A,N/A,N/A,N/A,N/A
1426,Taxi 3,84,2003,5.8,N/A,Gérard Krawczyk,N/A,N/A,N/A,N/A,N/A
1427,The Matrix Resurrections,148,2021,5.7,63,Lana Wachowski,N/A,N/A,N/A,N/A,N/A
1428,Murder Mystery 2,90,2023,5.7,44,Jeremy Garelick,N/A,N/A,N/A,N/A,N/A
1429,Escape Room: Tournament of Champions,88,2021,5.7,48,Adam Robitel,N/A,N/A,N/A,N/A,N/A
1430,Memory,114,2022,5.7,41,Martin Campbell,N/A,N/A,N/A,N/A,N/A
1431,Planet of the Apes,120,2001,5.7,50,Tim Burton,N/A,N/A,N/A,N/A,N/A
1432,The Three Musketeers,110,2011,5.7,35,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1433,Only God Forgives,90,2013,5.7,37,Nicolas Winding Refn,N/A,N/A,N/A,N/A,N/A
1434,Poseidon,98,2006,5.7,50,Wolfgang Petersen,N/A,N/A,N/A,N/A,N/A
1435,G.I,118,2009,5.7,32,Stephen Sommers,N/A,N/A,N/A,N/A,N/A
1436,Gamer,95,2009,5.7,27,Mark Neveldine, Brian Taylor,N/A,N/A,N/A,N/A
1437,X-Men: Dark Phoenix,113,2019,5.7,43,Simon Kinberg,N/A,N/A,N/A,N/A,N/A
1438,Gemini Man,117,2019,5.7,38,Ang Lee,N/A,N/A,N/A,N/A,N/A
1439,Samaritan,102,2022,5.7,45,Julius Avery,N/A,N/A,N/A,N/A,N/A
1440,G.I,110,2013,5.7,41,Jon M. Chu,N/A,N/A,N/A,N/A,N/A
1441,Strange World,102,2022,5.7,65,Don Hall, Qui Nguyen,N/A,N/A,N/A,N/A
1442,Fantastic Four,106,2005,5.7,40,Tim Story,N/A,N/A,N/A,N/A,N/A
1443,Buffy the Vampire Slayer,86,1992,5.7,48,Fran Rubel Kuzui,N/A,N/A,N/A,N/A,N/A
1444,Lara Croft: Tomb Raider,100,2001,5.7,33,Simon West,N/A,N/A,N/A,N/A,N/A
1445,Journey 2: The Mysterious Island,94,2012,5.7,41,Brad Peyton,N/A,N/A,N/A,N/A,N/A
1446,The Darkest Minds,104,2018,5.7,39,Jennifer Yuh Nelson,N/A,N/A,N/A,N/A,N/A
1447,Bloodshot,109,2020,5.7,44,Dave Wilson,N/A,N/A,N/A,N/A,N/A
1448,Mechanic: Resurrection,98,2016,5.7,38,Dennis Gansel,N/A,N/A,N/A,N/A,N/A
1449,Wrath of the Titans,99,2012,5.7,37,Jonathan Liebesman,N/A,N/A,N/A,N/A,N/A
1450,Chaos Walking,109,2021,5.7,38,Doug Liman,N/A,N/A,N/A,N/A,N/A
1451,Allegiant,120,2016,5.7,33,Robert Schwentke,N/A,N/A,N/A,N/A,N/A
1452,Freddy vs,97,2003,5.7,37,Ronny Yu,N/A,N/A,N/A,N/A,N/A
1453,Fool's Gold,112,2008,5.7,29,Andy Tennant,N/A,N/A,N/A,N/A,N/A
1454,Priest,87,2011,5.7,41,Scott Stewart,N/A,N/A,N/A,N/A,N/A
1455,Underworld: Blood Wars,91,2016,5.7,23,Anna Foerster,N/A,N/A,N/A,N/A,N/A
1456,Battle Los Angeles,116,2011,5.7,37,Jonathan Liebesman,N/A,N/A,N/A,N/A,N/A
1457,Hitman: Agent 47,96,2015,5.7,28,Aleksander Bach,N/A,N/A,N/A,N/A,N/A
1458,Pan,111,2015,5.7,36,Joe Wright,N/A,N/A,N/A,N/A,N/A
1459,The Do-Over,108,2016,5.7,22,Steven Brill,N/A,N/A,N/A,N/A,N/A
1460,Escape from L.A.,101,1996,5.7,54,John Carpenter,N/A,N/A,N/A,N/A,N/A
1461,The Marksman,108,2021,5.7,44,Robert Lorenz,N/A,N/A,N/A,N/A,N/A
1462,Cooties,88,2014,5.7,49,Jonathan Milott, Cary Murnion,N/A,N/A,N/A,N/A
1463,Ben-Hur,123,2016,5.7,38,Timur Bekmambetov,N/A,N/A,N/A,N/A,N/A
1464,Drillbit Taylor,110,2008,5.7,41,Steven Brill,N/A,N/A,N/A,N/A,N/A
1465,Cutthroat Island,124,1995,5.7,37,Renny Harlin,N/A,N/A,N/A,N/A,N/A
1466,Hudson Hawk,100,1991,5.7,17,Michael Lehmann,N/A,N/A,N/A,N/A,N/A
1467,Bandidas,93,2006,5.7,N/A,Joachim Rønning, Espen Sandberg,N/A,N/A,N/A,N/A
1468,Race to Witch Mountain,98,2009,5.7,52,Andy Fickman,N/A,N/A,N/A,N/A,N/A
1469,Sabotage,109,2014,5.7,41,David Ayer,N/A,N/A,N/A,N/A,N/A
1470,Nowhere to Run,94,1993,5.7,41,Robert Harmon,N/A,N/A,N/A,N/A,N/A
1471,Beckett,110,2021,5.7,52,Ferdinando Cito Filomarino,N/A,N/A,N/A,N/A,N/A
1472,Mighty Joe Young,114,1998,5.7,51,Ron Underwood,N/A,N/A,N/A,N/A,N/A
1473,Bullet to the Head,92,2012,5.7,48,Walter Hill,N/A,N/A,N/A,N/A,N/A
1474,Red Planet,106,2000,5.7,34,Antony Hoffman,N/A,N/A,N/A,N/A,N/A
1475,Crocodile Dundee II,108,1988,5.7,41,John Cornell,N/A,N/A,N/A,N/A,N/A
1476,Close,94,2019,5.7,51,Vicky Jewson,N/A,N/A,N/A,N/A,N/A
1477,Money Train,110,1995,5.7,N/A,Joseph Ruben,N/A,N/A,N/A,N/A,N/A
1478,The Art of War,117,2000,5.7,30,Christian Duguay,N/A,N/A,N/A,N/A,N/A
1479,Armoured,88,2009,5.7,50,Nimród Antal,N/A,N/A,N/A,N/A,N/A
1480,Samrat Prithviraj,135,2022,5.7,N/A,Chandra Prakash Dwivedi,N/A,N/A,N/A,N/A,N/A
1481,The Meg,113,2018,5.6,46,Jon Turteltaub,N/A,N/A,N/A,N/A,N/A
1482,Jurassic World Dominion,147,2022,5.6,38,Colin Trevorrow,N/A,N/A,N/A,N/A,N/A
1483,Transformers: Age of Extinction,165,2014,5.6,32,Michael Bay,N/A,N/A,N/A,N/A,N/A
1484,The Mother,115,2023,5.6,45,Niki Caro,N/A,N/A,N/A,N/A,N/A
1485,Pixels,105,2015,5.6,27,Chris Columbus,N/A,N/A,N/A,N/A,N/A
1486,Hulk,138,2003,5.6,54,Ang Lee,N/A,N/A,N/A,N/A,N/A
1487,Beast,93,2022,5.6,54,Baltasar Kormákur,N/A,N/A,N/A,N/A,N/A
1488,Charlie's Angels,98,2000,5.6,52,McG,N/A,N/A,N/A,N/A,N/A
1489,Last Seen Alive,95,2022,5.6,N/A,Brian Goodman,N/A,N/A,N/A,N/A,N/A
1490,Men in Black: International,114,2019,5.6,38,F. Gary Gray,N/A,N/A,N/A,N/A,N/A
1491,You Don't Mess with the Zohan,113,2008,5.6,54,Dennis Dugan,N/A,N/A,N/A,N/A,N/A
1492,The Dark Tower,95,2017,5.6,34,Nikolaj Arcel,N/A,N/A,N/A,N/A,N/A
1493,Alexander,175,2004,5.6,40,Oliver Stone,N/A,N/A,N/A,N/A,N/A
1494,Pacific Rim: Uprising,111,2018,5.6,44,Steven S. DeKnight,N/A,N/A,N/A,N/A,N/A
1495,Spy Kids,88,2001,5.6,71,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
1496,AVP: Alien vs,101,2004,5.6,29,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1497,Assassin's Creed,115,2016,5.6,36,Justin Kurzel,N/A,N/A,N/A,N/A,N/A
1498,R.I.P.D.,96,2013,5.6,25,Robert Schwentke,N/A,N/A,N/A,N/A,N/A
1499,Fantastic 4: Rise of the Silver Surfer,92,2007,5.6,45,Tim Story,N/A,N/A,N/A,N/A,N/A
1500,Brahmastra Part One: Shiva,167,2022,5.6,57,Ayan Mukerji,N/A,N/A,N/A,N/A,N/A
1501,The 355,122,2022,5.6,40,Simon Kinberg,N/A,N/A,N/A,N/A,N/A
1502,The Pacifier,95,2005,5.6,30,Adam Shankman,N/A,N/A,N/A,N/A,N/A
1503,Raw Deal,106,1986,5.6,44,John Irvin,N/A,N/A,N/A,N/A,N/A
1504,Wild Card,92,2015,5.6,40,Simon West,N/A,N/A,N/A,N/A,N/A
1505,Judge Dredd,96,1995,5.6,N/A,Danny Cannon,N/A,N/A,N/A,N/A,N/A
1506,Johnny Mnemonic,103,1995,5.6,36,Robert Longo,N/A,N/A,N/A,N/A,N/A
1507,Jolt,91,2021,5.6,48,Tanya Wexler,N/A,N/A,N/A,N/A,N/A
1508,The Ice Road,109,2021,5.6,42,Jonathan Hensleigh,N/A,N/A,N/A,N/A,N/A
