Sno,Movie_Name,Duration_min,Year,Ratings,Metascore,Director1,Director2,Director3,Director4,Director5,Director6
268,The Hunt for Red October,135,1990,7.5,58,John McTiernan,N/A,N/A,N/A,N/A,N/A
269,Munich,164,2005,7.5,74,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
270,Grindhouse,191,2007,7.5,77,Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie,N/A
271,It's a Mad Mad Mad Mad World,210,1963,7.5,59,Stanley Kramer,N/A,N/A,N/A,N/A,N/A
272,The Guns of Navarone,158,1961,7.5,72,J. Lee Thompson,N/A,N/A,N/A,N/A,N/A
273,Headhunters,100,2011,7.5,72,Morten Tyldum,N/A,N/A,N/A,N/A,N/A
274,Midnight Run,126,1988,7.5,78,Martin Brest,N/A,N/A,N/A,N/A,N/A
275,Police Story,99,1985,7.5,78,Jackie Chan, Chi-Hwa Chen,N/A,N/A,N/A,N/A
276,Tora! Tora! Tora!,144,1970,7.5,46,Richard Fleischer, Kinji Fukasaku, Toshio Masuda, Akira Kurosawa,N/A,N/A
277,Ip Man 2,108,2010,7.5,67,Wilson Yip,N/A,N/A,N/A,N/A,N/A
278,13 Assassins,141,2010,7.5,84,Takashi Miike,N/A,N/A,N/A,N/A,N/A
279,House of Flying Daggers,119,2004,7.5,89,Yimou Zhang,N/A,N/A,N/A,N/A,N/A
280,A Bittersweet Life,119,2005,7.5,N/A,Jee-woon Kim,N/A,N/A,N/A,N/A,N/A
281,New World,135,2013,7.5,58,Park Hoon-jung,N/A,N/A,N/A,N/A,N/A
282,The Legend of Drunken Master,102,1994,7.5,74,Chia-Liang Liu, Jackie Chan,N/A,N/A,N/A,N/A
283,Mersal,172,2017,7.5,N/A,Atlee,N/A,N/A,N/A,N/A,N/A
284,Delhi Belly,103,2011,7.5,66,Abhinay Deo, Akshat Verma,N/A,N/A,N/A,N/A
285,Zatoichi: The Blind Swordsman,116,2003,7.5,75,Takeshi Kitano,N/A,N/A,N/A,N/A,N/A
286,Mesrine Part 1: Killer Instinct,113,2008,7.5,71,Jean-François Richet,N/A,N/A,N/A,N/A,N/A
287,Jodhaa Akbar,213,2008,7.5,69,Ashutosh Gowariker,N/A,N/A,N/A,N/A,N/A
288,Tanhaji: The Unsung Warrior,135,2020,7.5,N/A,Om Raut,N/A,N/A,N/A,N/A,N/A
289,To Strike,130,2013,7.5,N/A,Bilal Lashari,N/A,N/A,N/A,N/A,N/A
290,Mission: Impossible - Rogue Nation,131,2015,7.4,75,Christopher McQuarrie,N/A,N/A,N/A,N/A,N/A
291,Nobody,92,2021,7.4,64,Ilya Naishuller,N/A,N/A,N/A,N/A,N/A
292,Mission: Impossible - Ghost Protocol,132,2011,7.4,73,Brad Bird,N/A,N/A,N/A,N/A,N/A
293,The Nice Guys,116,2016,7.4,70,Shane Black,N/A,N/A,N/A,N/A,N/A
294,John Wick,101,2014,7.4,68,Chad Stahelski, David Leitch,N/A,N/A,N/A,N/A
295,Spider-Man,121,2002,7.4,73,Sam Raimi,N/A,N/A,N/A,N/A,N/A
296,Spider-Man: Homecoming,133,2017,7.4,73,Jon Watts,N/A,N/A,N/A,N/A,N/A
297,Ready Player One,140,2018,7.4,64,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
298,John Wick: Chapter 3 - Parabellum,130,2019,7.4,73,Chad Stahelski,N/A,N/A,N/A,N/A,N/A
299,Shang-Chi and the Legend of the Ten Rings,132,2021,7.4,71,Destin Daniel Cretton,N/A,N/A,N/A,N/A,N/A
300,The Last Duel,152,2021,7.4,67,Ridley Scott,N/A,N/A,N/A,N/A,N/A
301,John Wick: Chapter 2,122,2017,7.4,75,Chad Stahelski,N/A,N/A,N/A,N/A,N/A
302,Wonder Woman,141,2017,7.4,76,Patty Jenkins,N/A,N/A,N/A,N/A,N/A
303,Spider-Man: Far from Home,129,2019,7.4,69,Jon Watts,N/A,N/A,N/A,N/A,N/A
304,Superman,143,1978,7.4,82,Richard Donner,N/A,N/A,N/A,N/A,N/A
305,Pirates of the Caribbean: Dead Man's Chest,151,2006,7.4,53,Gore Verbinski,N/A,N/A,N/A,N/A,N/A
306,Predestination,97,2014,7.4,69,Michael Spierig, Peter Spierig,N/A,N/A,N/A,N/A
307,The Rock,136,1996,7.4,58,Michael Bay,N/A,N/A,N/A,N/A,N/A
308,Looper,119,2012,7.4,84,Rian Johnson,N/A,N/A,N/A,N/A,N/A
309,Law Abiding Citizen,109,2009,7.4,34,F. Gary Gray,N/A,N/A,N/A,N/A,N/A
310,X-Men 2,134,2003,7.4,68,Bryan Singer,N/A,N/A,N/A,N/A,N/A
311,A History of Violence,96,2005,7.4,82,David Cronenberg,N/A,N/A,N/A,N/A,N/A
312,Open Range,139,2003,7.4,67,Kevin Costner,N/A,N/A,N/A,N/A,N/A
313,Bullitt,114,1968,7.4,81,Peter Yates,N/A,N/A,N/A,N/A,N/A
314,War for the Planet of the Apes,140,2017,7.4,82,Matt Reeves,N/A,N/A,N/A,N/A,N/A
315,How to Train Your Dragon: The Hidden World,104,2019,7.4,71,Dean DeBlois,N/A,N/A,N/A,N/A,N/A
316,Sherlock Holmes: A Game of Shadows,129,2011,7.4,48,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
317,Thief,123,1981,7.4,78,Michael Mann,N/A,N/A,N/A,N/A,N/A
318,Black Dynamite,84,2009,7.4,65,Scott Sanders,N/A,N/A,N/A,N/A,N/A
319,Rurouni Kenshin,134,2012,7.4,N/A,Keishi Otomo,N/A,N/A,N/A,N/A,N/A
320,Drunken Master,111,1978,7.4,68,Woo-Ping Yuen,N/A,N/A,N/A,N/A,N/A
321,Summer Wars,114,2009,7.4,63,Mamoru Hosoda,N/A,N/A,N/A,N/A,N/A
322,Badlapur,134,2015,7.4,N/A,Sriram Raghavan, Mehmet Tutkun,N/A,N/A,N/A,N/A
323,Mesrine Part 2: Public Enemy Number 1,133,2008,7.4,72,Jean-François Richet,N/A,N/A,N/A,N/A,N/A
324,Tenet,150,2020,7.3,69,Christopher Nolan,N/A,N/A,N/A,N/A,N/A
325,Dungeons & Dragons: Honour Among Thieves,134,2023,7.3,72,John Francis Daley, Jonathan Goldstein,N/A,N/A,N/A,N/A
326,Bullet Train,127,2022,7.3,49,David Leitch,N/A,N/A,N/A,N/A,N/A
327,No Time to Die,163,2021,7.3,68,Cary Joji Fukunaga,N/A,N/A,N/A,N/A,N/A
328,Alita: Battle Angel,122,2019,7.3,53,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
329,Starship Troopers,129,1997,7.3,52,Paul Verhoeven,N/A,N/A,N/A,N/A,N/A
330,American Sniper,133,2014,7.3,72,Clint Eastwood,N/A,N/A,N/A,N/A,N/A
331,The Karate Kid,126,1984,7.3,60,John G. Avildsen,N/A,N/A,N/A,N/A,N/A
332,Men in Black,98,1997,7.3,71,Barry Sonnenfeld,N/A,N/A,N/A,N/A,N/A
333,X-Men,104,2000,7.3,64,Bryan Singer,N/A,N/A,N/A,N/A,N/A
334,Black Panther,134,2018,7.3,88,Ryan Coogler,N/A,N/A,N/A,N/A,N/A
335,True Lies,141,1994,7.3,63,James Cameron,N/A,N/A,N/A,N/A,N/A
336,The Accountant,128,2016,7.3,51,Gavin O'Connor,N/A,N/A,N/A,N/A,N/A
337,Avengers: Age of Ultron,141,2015,7.3,66,Joss Whedon,N/A,N/A,N/A,N/A,N/A
338,Speed,116,1994,7.3,78,Jan de Bont,N/A,N/A,N/A,N/A,N/A
339,Dawn of the Dead,101,2004,7.3,59,Zack Snyder,N/A,N/A,N/A,N/A,N/A
340,13 Hours,144,2016,7.3,48,Michael Bay,N/A,N/A,N/A,N/A,N/A
341,Ant-Man,117,2015,7.3,64,Peyton Reed,N/A,N/A,N/A,N/A,N/A
342,El Camino: A Breaking Bad Movie,122,2019,7.3,72,Vince Gilligan,N/A,N/A,N/A,N/A,N/A
343,Face/Off,138,1997,7.3,82,John Woo,N/A,N/A,N/A,N/A,N/A
344,Old Henry,99,2021,7.3,69,Potsy Ponciroli,N/A,N/A,N/A,N/A,N/A
345,Beverly Hills Cop,105,1984,7.3,66,Martin Brest,N/A,N/A,N/A,N/A,N/A
346,Fast & Furious 5,130,2011,7.3,66,Justin Lin,N/A,N/A,N/A,N/A,N/A
347,Raya and the Last Dragon,107,2021,7.3,74,Don Hall, Carlos López Estrada, Paul Briggs, John Ripa,N/A,N/A
348,The Lego Batman Movie,104,2017,7.3,75,Chris McKay,N/A,N/A,N/A,N/A,N/A
349,Layer Cake,105,2004,7.3,73,Matthew Vaughn,N/A,N/A,N/A,N/A,N/A
350,Equilibrium,107,2002,7.3,33,Kurt Wimmer,N/A,N/A,N/A,N/A,N/A
351,Enemy of the State,132,1998,7.3,67,Tony Scott,N/A,N/A,N/A,N/A,N/A
352,Megamind,95,2010,7.3,63,Tom McGrath,N/A,N/A,N/A,N/A,N/A
353,To Live and Die in L.A.,116,1985,7.3,81,William Friedkin,N/A,N/A,N/A,N/A,N/A
354,Okja,120,2017,7.3,75,Bong Joon Ho,N/A,N/A,N/A,N/A,N/A
355,Southpaw,124,2015,7.3,57,Antoine Fuqua,N/A,N/A,N/A,N/A,N/A
356,From Russia with Love,115,1963,7.3,83,Terence Young,N/A,N/A,N/A,N/A,N/A
357,Running Scared,122,2006,7.3,41,Wayne Kramer,N/A,N/A,N/A,N/A,N/A
358,The Negotiator,140,1998,7.3,62,F. Gary Gray,N/A,N/A,N/A,N/A,N/A
359,The Adventures of Tintin: The Secret of the Unicorn,107,2011,7.3,68,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
360,Crimson Tide,116,1995,7.3,66,Tony Scott,N/A,N/A,N/A,N/A,N/A
361,Patriots Day,133,2016,7.3,69,Peter Berg,N/A,N/A,N/A,N/A,N/A
362,The Next Three Days,133,2010,7.3,52,Paul Haggis,N/A,N/A,N/A,N/A,N/A
363,Shaolin Soccer,113,2001,7.3,68,Stephen Chow,N/A,N/A,N/A,N/A,N/A
364,The Getaway,123,1972,7.3,55,Sam Peckinpah,N/A,N/A,N/A,N/A,N/A
365,Invictus,134,2009,7.3,74,Clint Eastwood,N/A,N/A,N/A,N/A,N/A
366,Eye in the Sky,102,2015,7.3,73,Gavin Hood,N/A,N/A,N/A,N/A,N/A
367,Grosse Pointe Blank,107,1997,7.3,76,George Armitage,N/A,N/A,N/A,N/A,N/A
368,Star Trek IV: The Voyage Home,119,1986,7.3,71,Leonard Nimoy,N/A,N/A,N/A,N/A,N/A
369,Nikita,117,1990,7.3,56,Luc Besson,N/A,N/A,N/A,N/A,N/A
370,Jason and the Argonauts,104,1963,7.3,69,Don Chaffey,N/A,N/A,N/A,N/A,N/A
371,Assault on Precinct 13,91,1976,7.3,89,John Carpenter,N/A,N/A,N/A,N/A,N/A
372,Get Carter,112,1971,7.3,80,Mike Hodges,N/A,N/A,N/A,N/A,N/A
373,Red Cliff,148,2008,7.3,73,John Woo,N/A,N/A,N/A,N/A,N/A
374,The Baader Meinhof Complex,150,2008,7.3,76,Uli Edel,N/A,N/A,N/A,N/A,N/A
375,Ghajini,186,2008,7.3,N/A,A.R. Murugadoss,N/A,N/A,N/A,N/A,N/A
376,Bacurau,131,2019,7.3,82,Juliano Dornelles, Kleber Mendonça Filho,N/A,N/A,N/A,N/A
377,Max Manus: Man of War,118,2008,7.3,60,Joachim Rønning, Espen Sandberg,N/A,N/A,N/A,N/A
378,Master,178,2021,7.3,N/A,Lokesh Kanagaraj,N/A,N/A,N/A,N/A,N/A
379,The Suicide Squad,132,2021,7.2,72,James Gunn,N/A,N/A,N/A,N/A,N/A
380,The Hunger Games,142,2012,7.2,68,Gary Ross,N/A,N/A,N/A,N/A,N/A
381,The Equalizer,132,2014,7.2,57,Antoine Fuqua,N/A,N/A,N/A,N/A,N/A
382,Kingdom of Heaven,144,2005,7.2,63,Ridley Scott,N/A,N/A,N/A,N/A,N/A
383,From Dusk Till Dawn,108,1996,7.2,48,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
384,GoldenEye,130,1995,7.2,65,Martin Campbell,N/A,N/A,N/A,N/A,N/A
385,The Man from U.N.C.L.E.,116,2015,7.2,56,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
386,Point Break,122,1991,7.2,59,Kathryn Bigelow,N/A,N/A,N/A,N/A,N/A
387,21 Jump Street,109,2012,7.2,69,Phil Lord, Christopher Miller,N/A,N/A,N/A,N/A
388,Anthropoid,120,2016,7.2,59,Sean Ellis,N/A,N/A,N/A,N/A,N/A
389,The Patriot,165,2000,7.2,63,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
390,Unbroken,137,2014,7.2,59,Angelina Jolie,N/A,N/A,N/A,N/A,N/A
391,Natural Born Killers,119,1994,7.2,74,Oliver Stone,N/A,N/A,N/A,N/A,N/A
392,They Live,94,1988,7.2,55,John Carpenter,N/A,N/A,N/A,N/A,N/A
393,Big Trouble in Little China,99,1986,7.2,53,John Carpenter,N/A,N/A,N/A,N/A,N/A
394,King Kong,187,2005,7.2,81,Peter Jackson,N/A,N/A,N/A,N/A,N/A
395,Batman v Superman: Dawn of Justice,182,2016,7.2,N/A,Zack Snyder,N/A,N/A,N/A,N/A,N/A
396,The Life Aquatic with Steve Zissou,119,2004,7.2,62,Wes Anderson,N/A,N/A,N/A,N/A,N/A
397,I Am Legend,101,2007,7.2,65,Francis Lawrence,N/A,N/A,N/A,N/A,N/A
398,Rango,107,2011,7.2,75,Gore Verbinski,N/A,N/A,N/A,N/A,N/A
399,The Matrix Reloaded,138,2003,7.2,62,Lana Wachowski, Lilly Wachowski,N/A,N/A,N/A,N/A
400,Team America: World Police,98,2004,7.2,64,Trey Parker,N/A,N/A,N/A,N/A,N/A
401,Dr,110,1962,7.2,78,Terence Young,N/A,N/A,N/A,N/A,N/A
402,We Were Soldiers,138,2002,7.2,65,Randall Wallace,N/A,N/A,N/A,N/A,N/A
403,Ronin,122,1998,7.2,67,John Frankenheimer,N/A,N/A,N/A,N/A,N/A
404,Willow,126,1988,7.2,47,Ron Howard,N/A,N/A,N/A,N/A,N/A
405,RocknRolla,114,2008,7.2,53,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
406,Lethal Weapon 2,114,1989,7.2,70,Richard Donner,N/A,N/A,N/A,N/A,N/A
407,Silverado,133,1985,7.2,64,Lawrence Kasdan,N/A,N/A,N/A,N/A,N/A
408,Kung Fu Panda 2,90,2011,7.2,67,Jennifer Yuh Nelson,N/A,N/A,N/A,N/A,N/A
409,Friday Night Lights,118,2004,7.2,70,Peter Berg,N/A,N/A,N/A,N/A,N/A
410,The Croods,98,2013,7.2,55,Kirk DeMicco, Chris Sanders,N/A,N/A,N/A,N/A
411,The Witcher: Nightmare of the Wolf,83,2021,7.2,67,Kwang Il Han,N/A,N/A,N/A,N/A,N/A
412,Way of the Dragon,99,1972,7.2,58,Bruce Lee,N/A,N/A,N/A,N/A,N/A
413,Rise of the Guardians,97,2012,7.2,58,Peter Ramsey,N/A,N/A,N/A,N/A,N/A
414,Star Trek VI: The Undiscovered Country,110,1991,7.2,65,Nicholas Meyer,N/A,N/A,N/A,N/A,N/A
415,In the Line of Fire,128,1993,7.2,74,Wolfgang Petersen,N/A,N/A,N/A,N/A,N/A
416,The Transformers: The Movie,84,1986,7.2,43,Nelson Shin,N/A,N/A,N/A,N/A,N/A
417,War Horse,146,2011,7.2,72,Steven Spielberg,N/A,N/A,N/A,N/A,N/A
418,The Italian Job,99,1969,7.2,70,Peter Collinson,N/A,N/A,N/A,N/A,N/A
419,Django,91,1966,7.2,75,Sergio Corbucci,N/A,N/A,N/A,N/A,N/A
420,Fist of Fury,106,1972,7.2,68,Wei Lo,N/A,N/A,N/A,N/A,N/A
421,Arlington Road,117,1999,7.2,65,Mark Pellington,N/A,N/A,N/A,N/A,N/A
422,Vanishing Point,106,1971,7.2,61,Richard C. Sarafian,N/A,N/A,N/A,N/A,N/A
423,The Siege of Jadotville,108,2016,7.2,N/A,Richie Smyth,N/A,N/A,N/A,N/A,N/A
424,The Hitcher,97,1986,7.2,32,Robert Harmon,N/A,N/A,N/A,N/A,N/A
425,Runaway Train,111,1985,7.2,67,Andrey Konchalovskiy,N/A,N/A,N/A,N/A,N/A
426,Magnum Force,124,1973,7.2,58,Ted Post,N/A,N/A,N/A,N/A,N/A
427,'71,99,2014,7.2,83,Yann Demange,N/A,N/A,N/A,N/A,N/A
428,Bajirao Mastani,158,2015,7.2,N/A,Sanjay Leela Bhansali,N/A,N/A,N/A,N/A,N/A
429,Harry Brown,103,2009,7.2,55,Daniel Barber,N/A,N/A,N/A,N/A,N/A
430,The Good the Bad the Weird,139,2008,7.2,69,Jee-woon Kim,N/A,N/A,N/A,N/A,N/A
431,Final Fantasy VII: Advent Children,101,2005,7.2,N/A,Tetsuya Nomura, Takeshi Nozue,N/A,N/A,N/A,N/A
432,Mongol: The Rise to Power of Genghis Khan,126,2007,7.2,74,Sergei Bodrov,N/A,N/A,N/A,N/A,N/A
433,Marshland,105,2014,7.2,N/A,Alberto Rodríguez,N/A,N/A,N/A,N/A,N/A
434,Holiday,160,2014,7.2,N/A,A.R. Murugadoss,N/A,N/A,N/A,N/A,N/A
435,Mission: Impossible,110,1996,7.1,59,Brian De Palma,N/A,N/A,N/A,N/A,N/A
436,Man of Steel,143,2013,7.1,55,Zack Snyder,N/A,N/A,N/A,N/A,N/A
437,Tropic Thunder,107,2008,7.1,71,Ben Stiller,N/A,N/A,N/A,N/A,N/A
438,The Mummy,124,1999,7.1,48,Stephen Sommers,N/A,N/A,N/A,N/A,N/A
439,Free Guy,115,2021,7.1,62,Shawn Levy,N/A,N/A,N/A,N/A,N/A
440,Prey,100,2022,7.1,71,Dan Trachtenberg,N/A,N/A,N/A,N/A,N/A
441,Wrath of Man,119,2021,7.1,57,Guy Ritchie,N/A,N/A,N/A,N/A,N/A
442,American Made,114,2017,7.1,65,Doug Liman,N/A,N/A,N/A,N/A,N/A
443,Iron Man 3,130,2013,7.1,62,Shane Black,N/A,N/A,N/A,N/A,N/A
444,Batman Returns,126,1992,7.1,68,Tim Burton,N/A,N/A,N/A,N/A,N/A
445,Snowpiercer,126,2013,7.1,84,Bong Joon Ho,N/A,N/A,N/A,N/A,N/A
446,WarGames,114,1983,7.1,77,John Badham,N/A,N/A,N/A,N/A,N/A
447,Pirates of the Caribbean: At World's End,169,2007,7.1,50,Gore Verbinski,N/A,N/A,N/A,N/A,N/A
448,Blade,120,1998,7.1,47,Stephen Norrington,N/A,N/A,N/A,N/A,N/A
449,Fast & Furious 7,137,2015,7.1,67,James Wan,N/A,N/A,N/A,N/A,N/A
450,Shooter,124,2007,7.1,53,Antoine Fuqua,N/A,N/A,N/A,N/A,N/A
451,Super Pets,105,2022,7.1,56,Jared Stern, Sam J. Levine,N/A,N/A,N/A,N/A
452,"I, Robot",115,2004,7.1,59,Alex Proyas,N/A,N/A,N/A,N/A,N/A
453,Creed II,130,2018,7.1,66,Steven Caple Jr.,N/A,N/A,N/A,N/A,N/A
454,Deja Vu,126,2006,7.1,59,Tony Scott,N/A,N/A,N/A,N/A,N/A
455,Deepwater Horizon,107,2016,7.1,68,Peter Berg,N/A,N/A,N/A,N/A,N/A
456,Dredd,95,2012,7.1,60,Pete Travis,N/A,N/A,N/A,N/A,N/A
457,Escape from New York,99,1981,7.1,76,John Carpenter,N/A,N/A,N/A,N/A,N/A
458,Everest,121,2015,7.1,64,Baltasar Kormákur,N/A,N/A,N/A,N/A,N/A
459,Real Steel,127,2011,7.1,56,Shawn Levy,N/A,N/A,N/A,N/A,N/A
460,Rocky Balboa,102,2006,7.1,63,Sylvester Stallone,N/A,N/A,N/A,N/A,N/A
461,Die Hard 2,124,1990,7.1,67,Renny Harlin,N/A,N/A,N/A,N/A,N/A
462,Die Hard 4.0,128,2007,7.1,69,Len Wiseman,N/A,N/A,N/A,N/A,N/A
463,Desperado,104,1995,7.1,55,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
464,Allied,124,2016,7.1,60,Robert Zemeckis,N/A,N/A,N/A,N/A,N/A
465,Flags of Our Fathers,135,2006,7.1,79,Clint Eastwood,N/A,N/A,N/A,N/A,N/A
466,Kung Fu Panda 3,95,2016,7.1,66,Alessandro Carloni, Jennifer Yuh Nelson,N/A,N/A,N/A,N/A
467,No Way Out,114,1987,7.1,77,Roger Donaldson,N/A,N/A,N/A,N/A,N/A
468,The Poseidon Adventure,117,1972,7.1,70,Ronald Neame,N/A,N/A,N/A,N/A,N/A
469,Three Kings,114,1999,7.1,82,David O. Russell,N/A,N/A,N/A,N/A,N/A
470,Defiance,137,2008,7.1,58,Edward Zwick,N/A,N/A,N/A,N/A,N/A
471,Brawl in Cell Block 99,132,2017,7.1,79,S. Craig Zahler,N/A,N/A,N/A,N/A,N/A
472,Casualties of War,113,1989,7.1,75,Brian De Palma,N/A,N/A,N/A,N/A,N/A
473,Payback,100,1999,7.1,46,Brian Helgeland,N/A,N/A,N/A,N/A,N/A
474,Ong-Bak: The Thai Warrior,108,2003,7.1,69,Prachya Pinkaew,N/A,N/A,N/A,N/A,N/A
475,Kon-Tiki,118,2012,7.1,62,Joachim Rønning, Espen Sandberg,N/A,N/A,N/A,N/A
476,Mission Majnu,129,2023,7.1,N/A,Shantanu Bagchi,N/A,N/A,N/A,N/A,N/A
477,Mosul,86,2019,7.1,71,Matthew Michael Carnahan,N/A,N/A,N/A,N/A,N/A
478,The Girl Who Played with Fire,129,2009,7.1,66,Daniel Alfredson,N/A,N/A,N/A,N/A,N/A
479,Rex,116,2017,7.1,66,Gabriela Cowperthwaite,N/A,N/A,N/A,N/A,N/A
480,District B13,84,2004,7.1,70,Pierre Morel,N/A,N/A,N/A,N/A,N/A
481,An Action Hero,130,2022,7.1,N/A,Anirudh Iyer,N/A,N/A,N/A,N/A,N/A
482,God Bless America,105,2011,7.1,56,Bobcat Goldthwait,N/A,N/A,N/A,N/A,N/A
483,In Order of Disappearance,116,2014,7.1,74,Hans Petter Moland,N/A,N/A,N/A,N/A,N/A
484,JCVD,97,2008,7.1,64,Mabrouk El Mechri,N/A,N/A,N/A,N/A,N/A
485,Dragon Ball Z: Battle of Gods,85,2013,7.1,N/A,Masahiro Hosoda,N/A,N/A,N/A,N/A,N/A
486,Kaabil,139,2017,7.1,N/A,Sanjay Gupta,N/A,N/A,N/A,N/A,N/A
487,Don,178,2006,7.1,N/A,Farhan Akhtar,N/A,N/A,N/A,N/A,N/A
488,Micmacs,105,2009,7.1,62,Jean-Pierre Jeunet,N/A,N/A,N/A,N/A,N/A
489,Enthiran,155,2010,7.1,N/A,S. Shankar,N/A,N/A,N/A,N/A,N/A
490,Fanaa,168,2006,7.1,N/A,Kunal Kohli,N/A,N/A,N/A,N/A,N/A
491,Marighella,155,2019,7.1,N/A,Wagner Moura,N/A,N/A,N/A,N/A,N/A
492,Koi..,171,2003,7.1,N/A,Rakesh Roshan,N/A,N/A,N/A,N/A,N/A
493,Gabbar Is Back,128,2015,7.1,N/A,Radha Krishna Jagarlamudi,N/A,N/A,N/A,N/A,N/A
494,Extraction II,122,2023,7.0,57,Sam Hargrave,N/A,N/A,N/A,N/A,N/A
495,Transformers,144,2007,7.0,61,Michael Bay,N/A,N/A,N/A,N/A,N/A
496,The Unbearable Weight of Massive Talent,107,2022,7.0,68,Tom Gormican,N/A,N/A,N/A,N/A,N/A
497,The Northman,137,2022,7.0,82,Robert Eggers,N/A,N/A,N/A,N/A,N/A
498,World War Z,116,2013,7.0,63,Marc Forster,N/A,N/A,N/A,N/A,N/A
499,Jack Reacher,130,2012,7.0,50,Christopher McQuarrie,N/A,N/A,N/A,N/A,N/A
500,Independence Day,145,1996,7.0,59,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
501,Thor,115,2011,7.0,57,Kenneth Branagh,N/A,N/A,N/A,N/A,N/A
502,Death Proof,127,2007,7.0,N/A,Quentin Tarantino,N/A,N/A,N/A,N/A,N/A
503,Rush Hour,98,1998,7.0,60,Brett Ratner,N/A,N/A,N/A,N/A,N/A
504,Greyhound,91,2020,7.0,64,Aaron Schneider,N/A,N/A,N/A,N/A,N/A
505,Stargate,116,1994,7.0,42,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
506,Shazam!,132,2019,7.0,71,David F. Sandberg,N/A,N/A,N/A,N/A,N/A
507,Star Trek Beyond,122,2016,7.0,68,Justin Lin,N/A,N/A,N/A,N/A,N/A
508,Highlander,116,1986,7.0,24,Russell Mulcahy,N/A,N/A,N/A,N/A,N/A
509,Constantine,121,2005,7.0,50,Francis Lawrence,N/A,N/A,N/A,N/A,N/A
510,Sicario 2: Soldado,122,2018,7.0,61,Stefano Sollima,N/A,N/A,N/A,N/A,N/A
511,Oblivion,124,2013,7.0,54,Joseph Kosinski,N/A,N/A,N/A,N/A,N/A
512,Super 8,112,2011,7.0,72,J.J. Abrams,N/A,N/A,N/A,N/A,N/A
513,Spy,120,2015,7.0,75,Paul Feig,N/A,N/A,N/A,N/A,N/A
514,The Italian Job,111,2003,7.0,68,F. Gary Gray,N/A,N/A,N/A,N/A,N/A
515,Underworld,121,2003,7.0,42,Len Wiseman,N/A,N/A,N/A,N/A,N/A
516,Public Enemies,140,2009,7.0,70,Michael Mann,N/A,N/A,N/A,N/A,N/A
517,The Last Boy Scout,105,1991,7.0,52,Tony Scott,N/A,N/A,N/A,N/A,N/A
518,Chronicle,89,2012,7.0,69,Josh Trank,N/A,N/A,N/A,N/A,N/A
519,Den of Thieves,140,2018,7.0,49,Christian Gudegast,N/A,N/A,N/A,N/A,N/A
520,RED,111,2010,7.0,60,Robert Schwentke,N/A,N/A,N/A,N/A,N/A
521,Logan Lucky,118,2017,7.0,78,Steven Soderbergh,N/A,N/A,N/A,N/A,N/A
522,22 Jump Street,112,2014,7.0,71,Phil Lord, Christopher Miller,N/A,N/A,N/A,N/A
523,Fallen,124,1998,7.0,N/A,Gregory Hoblit,N/A,N/A,N/A,N/A,N/A
524,Cloverfield,85,2008,7.0,64,Matt Reeves,N/A,N/A,N/A,N/A,N/A
525,Fast & Furious 6,130,2013,7.0,61,Justin Lin,N/A,N/A,N/A,N/A,N/A
526,Planet Terror,105,2007,7.0,N/A,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
527,Smokey and the Bandit,96,1977,7.0,50,Hal Needham,N/A,N/A,N/A,N/A,N/A
528,Ant-Man and the Wasp,118,2018,7.0,70,Peyton Reed,N/A,N/A,N/A,N/A,N/A
529,Bronson,92,2008,7.0,71,Nicolas Winding Refn,N/A,N/A,N/A,N/A,N/A
530,The Spy Who Loved Me,125,1977,7.0,55,Lewis Gilbert,N/A,N/A,N/A,N/A,N/A
531,The Kingdom,110,2007,7.0,56,Peter Berg,N/A,N/A,N/A,N/A,N/A
532,Rambo,92,2008,7.0,46,Sylvester Stallone,N/A,N/A,N/A,N/A,N/A
533,9,79,2009,7.0,60,Shane Acker,N/A,N/A,N/A,N/A,N/A
534,The Foreigner,113,2017,7.0,55,Martin Campbell,N/A,N/A,N/A,N/A,N/A
535,Body of Lies,128,2008,7.0,57,Ridley Scott,N/A,N/A,N/A,N/A,N/A
536,Maverick,127,1994,7.0,62,Richard Donner,N/A,N/A,N/A,N/A,N/A
537,Pitch Black,109,2000,7.0,49,David Twohy,N/A,N/A,N/A,N/A,N/A
538,Chip 'n Dale: Rescue Rangers,97,2022,7.0,66,Akiva Schaffer,N/A,N/A,N/A,N/A,N/A
539,A Most Violent Year,125,2014,7.0,79,J.C. Chandor,N/A,N/A,N/A,N/A,N/A
540,The Towering Inferno,165,1974,7.0,69,John Guillermin,N/A,N/A,N/A,N/A,N/A
541,Spy Game,126,2001,7.0,63,Tony Scott,N/A,N/A,N/A,N/A,N/A
